nyTimes_Rugby_Data
https://www.nytimes.com/2019/03/11/sports/rugby/global-rapid-rugby-revolution-asia-pacific.html
https://www.nytimes.com/2019/03/13/sports/rugby-united-new-york-major-league.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/01reuters-rugby-union-super-suspensions.html
https://www.nytimes.com/reuters/2019/04/04/sports/rugby/04reuters-rugby-union-nz-dagg.html
https://www.nytimes.com/reuters/2019/03/28/sports/rugby/28reuters-rugby-union-sco-oldglory.html
https://www.nytimes.com/reuters/2019/04/06/sports/rugby/06reuters-rugby-union-australia-mcdermott.html
https://www.nytimes.com/reuters/2019/04/08/sports/rugby/08reuters-rugby-union-super-australia.html
https://www.nytimes.com/reuters/2019/04/04/sports/rugby/04reuters-rugby-union-australia-jones.html
https://www.nytimes.com/2019/02/02/sports/ncaafootball/football-rugby-texas-tackling-concussions.html
https://www.nytimes.com/reuters/2019/04/03/sports/rugby/04reuters-rugby-union-worldcup-cheika.html
https://www.nytimes.com/reuters/2019/04/07/sports/rugby/05reuters-rugby-union-super-kolisi.html
https://www.nytimes.com/reuters/2019/04/08/sports/rugby/06reuters-rugby-union-france-noves.html
https://www.nytimes.com/reuters/2019/04/08/sports/football/07reuters-football-nfl-buf-wade.html
https://www.nytimes.com/reuters/2019/04/03/sports/rugby/02reuters-rugby-union-super-waratahs.html
https://www.nytimes.com/reuters/2019/04/08/sports/football/06reuters-football-nfl-international.html
https://www.nytimes.com/aponline/2019/04/02/world/ap-rgu-new-zealand-crusaders-changes.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/02reuters-rugby-union-super-reds.html
https://www.nytimes.com/reuters/2019/04/02/sports/football/04reuters-newzealand-shooting-crusaders.html
https://www.nytimes.com/reuters/2019/03/30/sports/rugby/31reuters-rugby-union-champions-len-uls.html
https://www.nytimes.com/reuters/2019/03/30/sports/rugby/35reuters-rugby-union-champions-sar-glg.html
https://www.nytimes.com/reuters/2019/04/09/sports/rugby/08reuters-rugby-union-super-sunwolves-leitch.html
https://www.nytimes.com/reuters/2019/03/29/sports/rugby/28reuters-rugby-union-australia.html
https://www.nytimes.com/reuters/2019/04/06/sports/rugby/05reuters-rugby-union-super-folau.html
https://www.nytimes.com/reuters/2019/04/08/sports/rugby/07reuters-rugby-union-worldcup-newzealand.html
https://www.nytimes.com/reuters/2019/03/31/sports/rugby/30reuters-rugby-union-newzealand-smith.html
https://www.nytimes.com/reuters/2019/04/02/sports/rugby/01reuters-rugby-union-super-lions.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/01reuters-rugby-union-irl-leavy.html
https://www.nytimes.com/reuters/2019/04/08/sports/rugby/08reuters-soccer-australia-pitch.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/01reuters-rugby-union-newzealand-smith.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/01reuters-rugby-union-super-bulls.html
https://www.nytimes.com/reuters/2019/04/08/sports/rugby/08reuters-rugby-union-usa-gold-interview.html
https://www.nytimes.com/reuters/2019/04/09/sports/rugby/09reuters-rugby-union-worldcup-gregan.html
https://www.nytimes.com/reuters/2019/04/06/sports/rugby/06reuters-soccer-australia-pitch.html
https://www.nytimes.com/reuters/2019/04/07/sports/rugby/07reuters-soccer-australia-pitch.html
https://www.nytimes.com/reuters/2019/04/06/sports/rugby/06reuters-rugby-union-super-crusaders.html
https://www.nytimes.com/reuters/2019/04/02/sports/rugby/02reuters-soccer-england-tot-saracens.html
https://www.nytimes.com/reuters/2019/04/05/sports/rugby/05reuters-rugby-union-super-rebels-maddocks.html
https://www.nytimes.com/reuters/2019/04/02/sports/rugby/02reuters-newzealand-shooting-rugby.html
https://www.nytimes.com/reuters/2019/04/02/sports/rugby/02reuters-rugby-union-super-highlanders.html
https://www.nytimes.com/reuters/2019/04/04/sports/rugby/04reuters-rugby-union-super-crusaders.html
https://www.nytimes.com/reuters/2019/04/02/sports/rugby/02reuters-rugby-union-super-bulls.html
https://www.nytimes.com/reuters/2019/04/01/sports/rugby/01reuters-rugby-union-super-stormers.html
https://www.nytimes.com/reuters/2019/04/09/sports/rugby/09reuters-rugby-union-england-pope.html
https://www.nytimes.com/reuters/2019/04/03/sports/rugby/03reuters-rugby-union-england-green.html
https://www.nytimes.com/reuters/2019/03/29/sports/rugby/29reuters-rugby-union-super-hurricanes-read.html
https://www.nytimes.com/reuters/2019/03/30/sports/rugby/30reuters-rugby-union-super-sharks.html
https://www.nytimes.com/reuters/2019/03/29/sports/rugby/29reuters-rugby-union-super.html
https://www.nytimes.com/reuters/2019/04/08/sports/football/08reuters-football-nfl-notebook.html
https://www.nytimes.com/aponline/2019/03/30/world/ap-rgl-new-zealand-mosque-shootings.html
