nyTimes_Baseball_Data
https://www.nytimes.com/2019/03/27/sports/baseball/mlb-preview.html
https://www.nytimes.com/2019/03/01/opinion/glanville-baseball-spring-training.html
https://www.nytimes.com/2019/04/05/reader-center/tyler-kepner-baseball-book.html
https://www.nytimes.com/2019/02/20/sports/don-newcombe-black-aces.html
https://www.nytimes.com/2019/04/08/sports/mlb-cuba-donald-trump.html
https://www.nytimes.com/reuters/2019/04/08/sports/baseball/08reuters-cuba-usa-baseball.html
https://www.nytimes.com/2019/03/25/crosswords/daily-puzzle-2019-03-26.html
https://www.nytimes.com/2019/03/01/sports/baseball/free-agents.html
https://www.nytimes.com/2019/03/28/style/self-care/baseball-yips.html
https://www.nytimes.com/reuters/2019/04/02/sports/baseball/02reuters-cuba-usa-baseball.html
https://www.nytimes.com/2019/02/08/sports/disabled-list-baseball.html
https://www.nytimes.com/aponline/2019/03/28/us/ap-bbo-a-changing-game.html
https://www.nytimes.com/2019/03/20/obituaries/randy-jackson-dead.html
https://www.nytimes.com/2019/03/11/sports/yankees-statistics-analytics.html
https://www.nytimes.com/2019/03/20/sports/mike-trout-mlb-salaries.html
https://www.nytimes.com/2019/02/07/sports/frank-robinson-indians-manager.html
https://www.nytimes.com/2019/03/26/sports/larry-baer-video-suspension.html
https://www.nytimes.com/2019/02/26/sports/nolan-arenado-bryce-harper.html
https://www.nytimes.com/2019/03/21/sports/ichiro-suzuki-hit-total.html
https://www.nytimes.com/2019/02/17/sports/rob-manfred-free-agents.html
https://www.nytimes.com/2019/02/05/arts/design/jackie-robinson-rarely-seen-photographs.html
https://www.nytimes.com/2019/02/06/sports/baseball/free-agents.html
https://www.nytimes.com/2019/03/09/obituaries/julia-ruth-stevens-dead-babe-ruth.html
https://www.nytimes.com/2019/01/31/sports/baseball-jackie-robinson-integration.html
https://www.nytimes.com/2019/03/14/sports/mlb-rule-changes.html
https://www.nytimes.com/2019/02/07/obituaries/frank-robinson-dead.html
https://www.nytimes.com/2019/03/27/briefing/brexit-boeing-baseball.html
https://www.nytimes.com/2019/03/29/fashion/weddings/for-two-longtime-acquaintances-a-second-chance-at-love.html
https://www.nytimes.com/2019/03/27/sports/baseball/mets-1962-first-season.html
https://www.nytimes.com/2019/03/05/sports/baseball/jessica-mendoza-mets.html
https://www.nytimes.com/2019/03/27/sports/baseball/mets-1963-68-seasons.html
https://www.nytimes.com/2019/01/28/sports/baseball/christian-yelich-milwaukee-brewers.html
https://www.nytimes.com/2019/03/27/sports/baseball/mets-cards-1969.html
https://www.nytimes.com/2019/03/26/sports/baseball/american-league-preview.html
https://www.nytimes.com/2019/02/25/sports/baseball/yankees-contracts.html
https://www.nytimes.com/2019/03/26/sports/baseball/national-league-preview.html
https://www.nytimes.com/2019/03/18/sports/baseball/larry-baer-domestic-violence.html
https://www.nytimes.com/2019/01/29/sports/baseball/harper-machado-baseball.html
https://www.nytimes.com/2019/04/01/sports/baseball/mets-marlins-pete-alonso-home-run.html
https://www.nytimes.com/2019/01/31/sports/jackie-robinson-women-color-barrier.html
https://www.nytimes.com/2019/04/05/sports/baseball/secondary-average.html
https://www.nytimes.com/2019/03/27/sports/baseball/mets-1969-division-pennant.html
