nyTimes_Soccer_Data
https://www.nytimes.com/2019/03/15/sports/soccer/robert-kraft-revolution.html
https://www.nytimes.com/2019/03/29/lens/finding-fraternity-and-politics-in-algerian-soccer.html
https://www.nytimes.com/2019/04/15/opinion/athens-in-pieces-an-offering-to-the-soccer-gods.html
https://www.nytimes.com/2019/03/08/sports/womens-soccer-team-lawsuit-gender-discrimination.html
https://www.nytimes.com/2019/04/05/sports/afc-sheikh-salman.html
https://www.nytimes.com/2019/02/26/sports/us-soccer-copa-america-conmebol.html
https://www.nytimes.com/2019/03/05/sports/hacker-football-leaks-soccer.html
https://www.nytimes.com/2019/02/17/sports/wisla-krakow-hooligans-kuba.html
https://www.nytimes.com/2019/03/18/world/asia/afghan-womens-soccer-sex-abuse.html
https://www.nytimes.com/2019/02/28/sports/conmebol-us-soccer-copa-america.html
https://www.nytimes.com/reuters/2019/04/15/sports/soccer/15reuters-soccer-africa-caf.html
https://www.nytimes.com/2019/02/25/sports/olivia-moultrie-us-soccer.html
https://www.nytimes.com/2019/03/12/learning/learning-with-us-womens-soccer-team-sues-us-soccer-for-gender-discrimination.html
https://www.nytimes.com/reuters/2019/04/15/sports/soccer/15reuters-soccer-austria-rbs.html
https://www.nytimes.com/2019/02/08/sports/womens-soccer-doncaster-belles.html
https://www.nytimes.com/2019/02/03/world/europe/emiliano-sala-plane-english-channel.html
https://www.nytimes.com/2019/01/31/world/asia/bahrain-soccer-thailand-fifa.html
https://www.nytimes.com/reuters/2019/04/05/sports/soccer/05reuters-equal-pay-soccer.html
https://www.nytimes.com/reuters/2019/04/09/sports/soccer/09reuters-soccer-pele.html
https://www.nytimes.com/aponline/2019/04/03/world/europe/ap-eu-britain-hillsborough.html
https://www.nytimes.com/2019/02/18/sports/soccer-italy-serie-c.html
https://www.nytimes.com/2019/01/21/sports/napoli-aurelio-de-laurentiis.html
https://www.nytimes.com/reuters/2019/04/15/sports/soccer/15reuters-soccer-fifa-marin.html
https://www.nytimes.com/2019/03/15/sports/yale-soccer-meredith.html
https://www.nytimes.com/2019/01/23/sports/soccer/football-leaks-rui-pinto.html
https://www.nytimes.com/2019/04/06/world/americas/brazil-soccer-fire.html
https://www.nytimes.com/2019/03/11/style/womens-world-cup-kit-nike.html
https://www.nytimes.com/reuters/2019/04/05/sports/soccer/05reuters-soccer-pele.html
https://www.nytimes.com/2019/03/12/sports/bein-media-qatar-saudi-arabia.html
https://www.nytimes.com/reuters/2019/04/04/sports/soccer/04reuters-soccer-worldcup-usa-aus.html
https://www.nytimes.com/reuters/2019/04/10/sports/soccer/10reuters-soccer-worldcup-qatar.html
https://www.nytimes.com/2019/02/07/nyregion/fc-st-pauli-east-river-bar.html
https://www.nytimes.com/2019/01/16/sports/asian-cup-china-tattoos.html
https://www.nytimes.com/reuters/2019/04/09/sports/soccer/09reuters-soccer-argentina-scaloni.html
https://www.nytimes.com/aponline/2019/04/03/world/africa/ap-soc-soccer-racism.html
https://www.nytimes.com/aponline/2019/04/13/world/ap-soc-fifa-racism.html
https://www.nytimes.com/2019/02/08/world/americas/fire-brazil-flamengo-soccer.html
https://www.nytimes.com/2019/03/04/sports/soccer-marco-reus-dortmund.html
https://www.nytimes.com/2019/02/11/world/asia/thailand-soccer-hakeem-al-araibi.html
https://www.nytimes.com/2019/01/03/sports/qatar-soccer-asian-cup.html
https://www.nytimes.com/reuters/2019/04/11/sports/soccer/10reuters-soccer-europa-slp-che-preview.html
https://www.nytimes.com/reuters/2019/04/03/world/europe/03reuters-britain-hillsborough.html
https://www.nytimes.com/2019/01/24/world/europe/emiliano-sala-plane-cardiff-city.html
https://www.nytimes.com/reuters/2019/04/04/sports/soccer/04reuters-sport-soccer-southgate.html
